role_level,position,age,experience_years,avg_task_completion,attendance_rate,projects_handled,overtime_hours,training_hours,FeedBack_Percentage,Productivity_Risk
Senior,QA Tester,41,11,5,3,15,8,24,96.0,Low
Senior,Data Engineer,52,21,5,4,17,17,31,96.0,Low
Trainee,IT Manager,21,1,2,4,3,37,16,53.65,Medium
Junior,Data Engineer,24,3,3,5,10,12,13,96.0,Low
Senior,System Administrator,40,9,4,5,18,20,31,96.0,Low
Trainee,Solution Architect,21,1,1,1,3,37,15,18.0,High
Senior,Data Engineer,48,22,4,4,8,12,26,96.0,Low
Senior,QA Tester,39,13,4,5,12,18,24,96.0,Low
Senior,System Administrator,50,25,3,4,9,22,31,96.0,Low
Senior,Business Analyst,48,24,4,4,15,20,30,96.0,Low
Junior,Data Engineer,29,3,3,3,10,33,18,74.45,Medium
Junior,Support Analyst,34,2,4,3,4,29,13,74.4,Low
Trainee,QA Tester,22,0,3,4,3,45,15,51.2,Medium
Trainee,Business Analyst,26,0,2,4,4,30,14,54.2,Medium
Junior,Data Scientist,26,3,4,3,9,31,19,86.35,Low
Junior,Data Analyst,33,3,3,3,10,19,11,78.45,Medium
Junior,DevOps Engineer,29,5,2,5,9,21,11,86.05,Medium
Junior,Business Analyst,27,2,4,4,9,31,10,87.3,Low
Junior,System Administrator,24,4,2,5,7,27,11,77.6,Medium
Junior,QA Engineer,25,5,4,4,7,12,20,96.0,Low
Junior,QA Engineer,31,6,3,4,8,32,18,78.7,Low
Trainee,UX Designer,21,1,3,1,4,38,8,28.65,High
Senior,Data Scientist,44,18,5,5,17,12,36,96.0,Low
Junior,Solution Architect,33,3,2,5,9,19,20,92.15,Low
Senior,System Administrator,52,23,4,4,18,9,35,96.0,Low
Junior,Cloud Engineer,24,4,3,2,6,12,16,77.2,Medium
Senior,Data Engineer,41,9,4,5,13,22,21,96.0,Low
Trainee,Cloud Engineer,21,1,3,2,4,38,11,38.85,High
Trainee,Business Analyst,22,1,2,2,3,26,17,41.75,High
Junior,UX Researcher,30,5,3,4,8,17,14,89.15,Low
Senior,QA Engineer,55,22,4,5,17,24,22,96.0,Low
Junior,Cloud Engineer,30,3,3,2,4,12,12,73.35,Medium
Trainee,Database Administrator,26,1,2,3,4,43,11,36.35,High
Junior,Database Administrator,29,7,3,5,8,12,16,96.0,Low
Senior,UX Designer,48,18,5,5,13,8,28,96.0,Low
Junior,System Analyst,30,5,4,2,7,23,16,77.85,Low
Senior,Solution Architect,38,10,5,4,16,10,26,96.0,Low
Junior,Cloud Engineer,28,3,3,5,9,20,16,96.0,Low
Trainee,IT Manager,25,0,2,3,4,39,8,41.5,High
Trainee,QA Tester,21,0,2,2,3,22,16,41.7,Medium
Senior,Data Analyst,47,15,4,4,16,16,20,96.0,Low
Senior,UX Designer,44,16,5,4,14,23,21,96.0,Low
Junior,DevOps Engineer,32,5,2,3,9,31,19,66.25,Medium
Junior,Data Analyst,33,2,4,3,6,32,19,78.5,Low
Senior,UX Designer,46,22,4,3,14,17,22,96.0,Low
Senior,System Analyst,49,23,5,4,9,12,18,96.0,Low
Senior,UX Designer,53,21,4,4,10,7,37,96.0,Low
Trainee,Database Administrator,24,0,2,2,1,41,8,20.4,High
Junior,Support Analyst,28,6,3,4,4,22,11,78.3,Low
Junior,Solution Architect,29,3,4,2,4,25,13,76.65,Medium
Junior,Data Scientist,24,4,4,4,9,16,12,96.0,Low
Trainee,QA Tester,22,1,1,3,3,39,13,27.05,High
Junior,QA Engineer,27,4,4,5,8,22,19,96.0,Low
Trainee,Cloud Engineer,25,0,2,1,2,40,15,18.8,High
Junior,QA Tester,24,3,3,5,9,29,15,87.15,Low
Senior,Data Analyst,35,12,3,4,10,22,30,96.0,Low
Senior,Database Administrator,35,9,5,5,15,12,25,96.0,Low
Senior,Cloud Engineer,50,17,4,4,15,23,21,96.0,Low
Senior,System Administrator,37,8,4,3,14,11,20,96.0,Low
Senior,Data Scientist,40,15,5,4,13,15,23,96.0,Low
Trainee,QA Engineer,23,2,1,1,3,27,16,21.1,High
Junior,IT Manager,25,3,3,3,10,12,10,87.95,Medium
Senior,QA Tester,47,23,4,4,13,18,29,96.0,Low
Junior,DevOps Engineer,31,4,4,4,4,24,16,93.0,Low
Junior,UX Designer,25,5,2,4,9,21,13,77.85,Low
Senior,IT Manager,52,20,4,4,17,8,37,96.0,Low
Senior,QA Tester,43,10,4,5,12,21,24,96.0,Low
Junior,Solution Architect,24,3,3,4,10,24,18,90.75,Low
Junior,Data Analyst,24,3,3,3,5,18,16,76.65,Low
Junior,QA Engineer,33,3,4,5,6,12,13,96.0,Low
Junior,UX Designer,24,4,4,4,8,21,17,96.0,Low
Junior,Support Analyst,24,4,4,3,10,15,22,96.0,Low
Senior,Cloud Engineer,44,13,4,5,13,15,21,96.0,Low
Trainee,Data Scientist,23,2,3,2,4,41,13,39.0,High
Junior,QA Engineer,31,6,4,3,9,29,12,81.3,Low
Senior,DevOps Engineer,36,12,5,4,16,16,23,96.0,Low
Trainee,Database Administrator,25,2,2,1,3,38,12,18.8,High
Senior,DevOps Engineer,44,13,4,4,16,23,30,96.0,Low
Junior,DevOps Engineer,31,5,3,3,4,24,12,73.85,Low
Senior,DevOps Engineer,33,9,4,3,11,7,31,96.0,Low
Senior,QA Tester,31,8,5,5,15,23,34,96.0,Low
Junior,IT Manager,26,6,4,3,10,17,18,96.0,Low
Senior,DevOps Engineer,52,23,3,4,15,6,35,96.0,Low
Senior,System Analyst,49,19,5,4,14,23,22,96.0,Low
Junior,Database Administrator,29,5,3,5,7,25,15,91.05,Low
Trainee,QA Engineer,22,0,2,2,4,43,13,21.7,High
Senior,Database Administrator,45,12,3,3,8,18,35,96.0,Low
Senior,Database Administrator,36,9,4,3,17,6,29,96.0,Low
Junior,DevOps Engineer,28,7,3,2,8,29,11,66.45,Medium
Junior,Database Administrator,26,5,2,4,4,25,14,69.95,Medium
Senior,Database Administrator,45,21,4,4,13,10,29,96.0,Low
Junior,DevOps Engineer,30,3,3,3,4,19,19,79.25,Low
Junior,Data Analyst,32,6,3,3,7,22,16,77.0,Low
Senior,System Administrator,37,12,4,5,16,7,36,96.0,Low
Trainee,Business Analyst,22,1,1,1,1,41,12,18.0,High
Trainee,Data Engineer,22,0,3,4,3,32,9,61.9,Medium
Junior,DevOps Engineer,34,2,2,4,5,22,19,75.6,Low
Senior,System Analyst,49,20,5,3,11,17,25,96.0,Low
Senior,IT Manager,35,9,5,4,14,18,24,96.0,Low
Trainee,Data Scientist,25,0,2,4,3,24,17,61.7,Low
Junior,Solution Architect,32,7,3,3,8,16,12,85.95,Low
Senior,Cloud Engineer,45,22,5,4,16,21,29,96.0,Low
Trainee,System Administrator,23,0,1,2,4,34,6,22.2,High
Junior,UX Designer,25,3,4,3,4,27,20,86.05,Low
Junior,QA Tester,27,4,3,3,7,29,10,67.8,Medium
Senior,System Administrator,39,15,4,4,15,7,25,96.0,Low
Senior,DevOps Engineer,39,9,3,4,11,6,37,96.0,Low
Trainee,QA Engineer,23,0,2,3,3,23,12,47.4,Medium
Senior,Data Engineer,46,15,4,4,18,14,21,96.0,Low
Senior,UX Researcher,44,12,4,3,8,12,33,96.0,Low
Junior,System Analyst,34,5,4,3,9,24,19,88.15,Low
Junior,UX Researcher,31,2,3,3,10,12,16,85.9,Low
Senior,IT Manager,48,17,4,5,13,12,23,96.0,Low
Junior,Data Scientist,27,7,2,3,8,14,10,75.55,Medium
Senior,IT Manager,56,24,3,4,8,20,29,96.0,Low
Senior,System Administrator,52,23,4,4,18,12,28,96.0,Low
Senior,IT Manager,42,19,5,5,11,12,18,96.0,Low
Junior,Business Analyst,31,7,3,3,6,26,13,73.55,Medium
Trainee,Business Analyst,23,1,3,3,2,34,16,52.85,Medium
Junior,System Analyst,25,4,3,5,5,17,15,93.4,Low
Trainee,Data Engineer,23,1,3,4,4,26,14,69.45,Low
Junior,Support Analyst,33,2,3,2,10,29,11,61.0,Medium
Junior,Data Engineer,24,4,3,4,10,17,19,94.5,Low
Senior,Support Analyst,43,20,5,5,12,16,22,96.0,Low
Junior,Support Analyst,31,2,2,3,10,27,14,61.6,Medium
Trainee,Data Analyst,24,2,1,2,1,32,8,21.6,High
Senior,UX Researcher,52,19,5,5,13,11,26,96.0,Low
Junior,UX Researcher,24,4,3,4,8,16,17,90.6,Low
Trainee,Business Analyst,23,0,2,1,3,34,8,24.1,High
Trainee,System Analyst,21,1,2,2,1,33,11,31.65,High
Trainee,Cloud Engineer,23,0,2,2,2,27,14,40.5,High
Junior,IT Manager,34,2,2,3,6,31,20,64.6,Medium
Senior,QA Engineer,51,19,4,5,16,6,36,96.0,Low
Senior,Solution Architect,46,20,5,4,15,16,32,96.0,Low
Senior,Data Analyst,44,21,3,5,13,10,26,96.0,Low
Senior,QA Engineer,32,9,4,5,10,24,36,96.0,Low
Junior,IT Manager,30,6,4,4,8,17,19,96.0,Low
Junior,System Analyst,31,4,3,2,4,15,15,69.9,Medium
Senior,Data Analyst,48,16,5,5,16,14,25,96.0,Low
Junior,Database Administrator,28,2,4,4,8,30,17,89.9,Low
Senior,DevOps Engineer,51,24,4,5,16,9,22,96.0,Low
Senior,Data Analyst,41,13,5,5,11,24,19,96.0,Low
Trainee,Data Engineer,24,1,3,3,1,31,6,52.05,High
Senior,Business Analyst,46,18,4,4,11,17,36,96.0,Low
Trainee,Solution Architect,25,0,2,1,3,39,13,21.6,High
Senior,UX Designer,40,12,4,4,15,9,25,96.0,Low
Junior,Data Engineer,28,7,4,2,7,15,22,92.75,Low
Junior,IT Manager,33,7,3,3,10,20,13,85.35,Low
Senior,Database Administrator,49,18,4,5,13,19,27,96.0,Low
Senior,Data Scientist,43,19,5,4,14,14,36,96.0,Low
Senior,Data Analyst,39,8,3,5,17,17,36,96.0,Low
Junior,System Analyst,32,6,2,2,10,31,19,56.6,High
Senior,System Analyst,39,15,4,4,10,12,33,96.0,Low
Senior,Data Analyst,56,23,4,4,12,6,30,96.0,Low
Senior,Data Scientist,43,18,4,4,8,9,20,96.0,Low
Senior,QA Tester,50,21,4,4,14,21,35,96.0,Low
Senior,Data Engineer,37,12,5,5,9,6,26,96.0,Low
Trainee,Data Scientist,25,2,2,3,2,27,14,50.4,High
Senior,System Analyst,42,19,5,3,18,6,21,96.0,Low
Senior,Data Analyst,55,24,5,4,10,22,19,96.0,Low
Trainee,Data Engineer,23,1,3,3,2,43,17,48.95,High
Junior,Business Analyst,27,5,2,3,8,18,14,70.45,Medium
Junior,UX Designer,28,6,3,4,10,19,17,92.2,Low
Senior,QA Engineer,40,14,5,4,8,17,24,96.0,Low
Junior,DevOps Engineer,32,5,3,4,6,28,15,82.05,Low
Junior,DevOps Engineer,34,6,2,5,4,13,10,87.2,Medium
Trainee,Solution Architect,25,0,1,3,2,27,10,38.9,High
Senior,Solution Architect,48,24,4,4,11,11,22,96.0,Low
Junior,Data Analyst,30,2,4,3,6,17,21,92.8,Low
Trainee,System Administrator,21,0,2,4,3,23,9,56.2,Medium
Trainee,System Administrator,23,2,1,4,1,31,7,38.9,High
Trainee,UX Researcher,22,1,3,2,1,38,11,34.15,High
Senior,Data Scientist,49,24,5,3,11,16,26,96.0,Low
Senior,Database Administrator,42,17,3,4,15,10,30,96.0,Low
Trainee,Data Engineer,24,0,2,3,2,33,14,44.3,High
Senior,QA Tester,57,25,4,4,10,22,34,96.0,Low
Senior,DevOps Engineer,50,22,5,5,13,6,24,96.0,Low
Trainee,UX Designer,24,0,2,3,3,41,15,39.0,High
Senior,System Administrator,48,22,4,4,13,20,36,96.0,Low
Junior,UX Researcher,29,2,4,3,10,29,18,84.8,Low
Junior,System Administrator,34,2,4,4,5,14,13,96.0,Low
Senior,System Administrator,41,18,5,4,14,14,22,96.0,Low
Trainee,UX Researcher,26,0,1,2,3,39,8,18.0,High
Trainee,Data Scientist,24,2,1,1,2,32,6,18.0,High
Senior,Data Engineer,45,13,5,4,11,17,28,96.0,Low
Junior,Data Engineer,27,6,4,3,7,15,13,93.7,Low
Junior,Cloud Engineer,28,5,4,3,9,26,17,88.95,Low
Junior,System Analyst,28,7,4,3,10,19,11,90.25,Low
Trainee,IT Manager,25,2,2,3,3,38,9,42.6,High
Senior,QA Tester,38,15,5,4,8,20,34,96.0,Low
Junior,Data Scientist,28,6,4,3,5,18,12,90.4,Low
Junior,System Analyst,34,7,3,3,5,17,19,80.35,Low
Trainee,QA Tester,22,0,1,4,2,44,10,29.0,High
Senior,DevOps Engineer,48,17,4,4,14,14,20,96.0,Low
Junior,Data Analyst,34,4,2,4,7,28,22,72.3,Medium
Junior,Data Scientist,34,7,2,5,5,28,13,80.25,Medium
Trainee,Cloud Engineer,22,0,1,2,1,40,12,18.0,High
Trainee,QA Tester,21,1,2,1,1,42,12,18.0,High
Senior,QA Tester,47,23,5,4,8,9,19,96.0,Low
Junior,System Administrator,34,5,4,3,9,22,12,87.75,Low
Senior,QA Engineer,44,16,4,4,13,14,30,96.0,Low
Trainee,Business Analyst,21,1,3,4,1,28,16,64.15,Medium
Junior,DevOps Engineer,32,7,3,4,5,27,17,83.55,Low
Junior,Business Analyst,29,6,3,3,7,26,19,76.4,Medium
Senior,QA Engineer,50,17,4,4,15,24,19,96.0,Low
Senior,Business Analyst,39,11,5,3,10,20,37,96.0,Low
Senior,Data Engineer,41,10,4,5,18,22,22,96.0,Low
Junior,DevOps Engineer,27,5,2,3,7,12,15,76.15,Medium
Trainee,Cloud Engineer,26,2,2,4,3,26,12,58.2,Medium
Senior,System Administrator,52,21,5,4,14,22,28,96.0,Low
Junior,System Analyst,27,3,4,3,5,32,11,74.85,Medium
Senior,UX Designer,43,13,5,4,14,20,36,96.0,Low
Trainee,Data Engineer,21,1,2,2,4,27,10,41.15,High
Trainee,Support Analyst,23,0,1,3,2,45,10,19.3,High
Junior,UX Designer,30,3,3,3,6,17,15,79.85,Low
Junior,Data Engineer,29,5,3,4,5,25,10,81.25,Medium
Trainee,Support Analyst,24,2,2,1,4,41,15,18.0,High
Senior,System Administrator,54,25,5,4,14,9,30,96.0,Low
Senior,UX Researcher,45,19,4,5,13,13,32,96.0,Low
Trainee,Business Analyst,21,0,2,4,2,40,11,44.2,High
Trainee,UX Designer,23,1,2,1,4,34,8,26.45,High
Trainee,Data Analyst,26,0,2,4,3,35,10,47.2,High
Trainee,UX Researcher,22,1,3,3,4,38,14,51.05,Medium
Trainee,QA Tester,22,1,1,1,2,39,12,18.0,High
Senior,IT Manager,46,17,5,4,16,9,23,96.0,Low
Trainee,Business Analyst,24,1,3,3,2,41,9,45.15,High
Junior,DevOps Engineer,29,5,4,5,8,17,15,96.0,Low
Junior,QA Engineer,28,2,3,2,8,32,20,61.7,Medium
Senior,Cloud Engineer,47,23,3,3,18,8,25,96.0,Low
Junior,Data Analyst,34,7,3,3,9,18,17,82.45,Low
Senior,DevOps Engineer,33,8,5,4,9,23,19,96.0,Low
Senior,Database Administrator,39,10,4,5,11,19,37,96.0,Low
Junior,QA Tester,26,2,2,5,4,24,11,74.1,Medium
Junior,Support Analyst,25,2,3,3,8,20,16,75.5,Low
Junior,Support Analyst,27,7,4,3,7,16,15,89.25,Low
Junior,Data Scientist,27,3,2,5,6,19,17,87.25,Low
Junior,QA Engineer,34,4,3,3,8,30,22,72.8,Medium
Junior,QA Tester,28,7,3,4,9,26,19,84.65,Low
Junior,Cloud Engineer,26,6,3,4,8,15,15,93.4,Low
Junior,Solution Architect,24,4,3,4,9,20,21,94.3,Low
Junior,Business Analyst,34,7,4,4,5,27,12,89.55,Low
Senior,Solution Architect,51,20,5,5,11,11,20,96.0,Low
Trainee,Business Analyst,26,2,2,3,1,43,12,34.5,High
Senior,Data Scientist,38,13,4,3,15,23,34,96.0,Low
Senior,Database Administrator,47,19,5,4,16,20,37,96.0,Low
Senior,System Administrator,39,15,4,3,10,12,18,96.0,Low
Junior,QA Tester,26,6,3,3,7,15,20,82.5,Low
Junior,System Administrator,31,7,3,3,4,19,11,75.85,Medium
Senior,System Administrator,48,16,5,4,12,17,22,96.0,Low
Senior,Solution Architect,42,10,4,4,16,9,30,96.0,Low
Senior,Support Analyst,40,13,4,4,11,11,22,96.0,Low
Senior,Database Administrator,55,22,3,5,12,16,24,96.0,Low
Junior,System Analyst,27,5,2,4,5,24,16,71.35,Low
Senior,QA Engineer,42,15,4,5,9,13,18,96.0,Low
Senior,System Analyst,40,17,4,5,11,12,24,96.0,Low
Junior,QA Tester,28,3,3,3,4,13,20,79.85,Low
Senior,Data Analyst,44,12,4,4,8,20,27,96.0,Low
Trainee,QA Tester,21,0,1,3,1,41,6,20.6,High
Senior,Support Analyst,44,14,4,4,17,19,31,96.0,Low
Junior,System Analyst,34,7,2,4,7,24,13,72.85,Low
Trainee,System Administrator,23,2,1,4,4,27,17,48.4,Medium
Trainee,UX Designer,22,0,2,3,2,32,9,42.0,High
Junior,Data Scientist,27,2,3,2,9,20,11,72.4,Medium
Senior,Data Engineer,49,21,4,4,13,8,33,96.0,Low
Senior,QA Tester,50,17,3,5,13,10,22,96.0,Low
Junior,DevOps Engineer,25,5,3,3,5,25,15,75.25,Medium
Senior,Data Analyst,42,18,5,5,12,17,26,96.0,Low
Senior,UX Researcher,44,14,5,5,16,19,28,96.0,Low
Junior,IT Manager,24,4,3,2,6,15,15,76.7,Medium
Junior,QA Tester,30,6,4,4,10,30,17,91.5,Low
Trainee,UX Researcher,21,1,2,3,4,34,12,43.05,Medium
Junior,System Administrator,26,5,3,4,7,28,19,82.55,Low
Trainee,Data Engineer,25,0,2,2,4,27,11,41.1,High
Junior,System Analyst,30,5,2,4,8,12,15,82.05,Low
Junior,System Administrator,29,3,4,5,6,25,12,96.0,Low
Trainee,QA Tester,25,1,2,3,1,30,7,39.15,High
Junior,Cloud Engineer,33,5,3,4,4,14,18,91.25,Low
Senior,System Analyst,46,15,4,5,10,24,35,96.0,Low
Junior,Data Analyst,24,2,3,4,4,33,19,74.0,Low
Senior,DevOps Engineer,49,17,5,5,13,20,30,96.0,Low
Junior,System Analyst,32,5,3,4,4,26,21,81.05,Low
Junior,QA Engineer,34,4,3,3,5,23,12,71.0,Low
Trainee,Cloud Engineer,26,2,3,2,2,40,11,36.1,High
Senior,DevOps Engineer,36,12,3,4,8,15,31,96.0,Low
Trainee,QA Engineer,22,0,3,2,2,24,11,47.4,High
Senior,Data Scientist,36,12,5,4,9,21,29,96.0,Low
Trainee,Data Scientist,23,1,2,3,4,30,14,49.65,Medium
Senior,Business Analyst,50,17,4,4,16,10,32,96.0,Low
Senior,Database Administrator,40,13,5,4,16,13,26,96.0,Low
Senior,UX Researcher,57,25,4,3,13,12,23,96.0,Low
Trainee,System Administrator,24,0,1,4,3,25,17,48.0,Medium
Senior,QA Tester,43,10,4,4,18,21,34,96.0,Low
Senior,IT Manager,32,8,4,5,16,14,20,96.0,Low
Trainee,Cloud Engineer,22,2,3,4,1,36,11,59.0,High
Senior,DevOps Engineer,53,22,4,3,18,11,20,96.0,Low
Junior,UX Designer,25,5,4,3,5,23,21,91.05,Low
Junior,Database Administrator,29,6,3,3,4,20,12,75.1,Low
Senior,System Analyst,44,21,5,4,10,10,35,96.0,Low
Junior,Cloud Engineer,34,7,2,3,10,17,18,77.45,Medium
Senior,QA Tester,39,12,4,4,12,9,29,96.0,Low
Senior,System Administrator,42,10,5,3,17,23,20,96.0,Low
Junior,QA Tester,27,5,2,4,9,28,16,71.15,Medium
Junior,Data Scientist,27,3,3,3,7,31,11,71.35,Medium
Trainee,UX Designer,22,0,3,2,3,40,12,35.5,High
Junior,Solution Architect,34,3,3,3,9,22,11,80.45,Medium
Trainee,Support Analyst,24,1,3,4,2,44,15,50.45,Medium
Trainee,QA Tester,24,0,2,2,2,41,13,21.3,High
Senior,QA Tester,41,10,3,4,11,24,22,96.0,Low
Senior,Database Administrator,43,16,4,5,8,21,25,96.0,Low
Trainee,Data Engineer,23,1,1,2,4,32,14,29.25,High
Junior,Data Engineer,30,5,4,3,5,21,15,88.05,Low
Trainee,UX Designer,24,0,3,2,1,37,14,36.6,High
Senior,Support Analyst,45,21,4,5,13,10,34,96.0,Low
Senior,UX Researcher,50,17,5,5,11,9,35,96.0,Low
Junior,UX Researcher,30,4,4,3,10,24,12,86.8,Low
Junior,Cloud Engineer,27,6,3,2,4,30,14,62.9,Medium
Junior,Database Administrator,29,7,3,3,10,33,16,73.45,Medium
Junior,Database Administrator,32,5,3,4,5,27,19,81.45,Low
Junior,Data Analyst,27,2,3,3,5,30,21,69.8,Medium
Senior,Support Analyst,51,18,4,3,18,20,37,96.0,Low
Trainee,Cloud Engineer,23,1,1,3,1,27,11,36.85,High
Senior,System Analyst,40,15,5,4,8,7,29,96.0,Low
Trainee,System Analyst,24,1,3,3,1,22,11,57.35,Medium
Trainee,Cloud Engineer,26,1,2,3,1,41,8,35.85,High
Junior,IT Manager,26,5,4,5,7,26,20,96.0,Low
Junior,Cloud Engineer,29,7,3,4,6,18,10,87.95,Low
Senior,DevOps Engineer,56,24,4,4,13,19,31,96.0,Low
Senior,System Analyst,52,20,5,3,11,18,22,96.0,Low
Trainee,Business Analyst,26,1,2,1,4,41,15,18.35,High
Junior,IT Manager,26,5,3,3,5,24,15,77.95,Low
Trainee,Data Analyst,26,0,2,2,4,31,8,34.1,High
Senior,Business Analyst,46,21,5,5,12,12,33,96.0,Low
Junior,DevOps Engineer,26,5,3,2,5,32,13,61.55,Medium
Senior,UX Researcher,51,19,5,4,18,18,30,96.0,Low
Senior,QA Engineer,40,14,5,4,10,14,23,96.0,Low
Junior,Data Engineer,27,7,3,5,7,32,20,91.05,Low
Senior,QA Tester,51,24,4,4,17,14,27,96.0,Low
Junior,Cloud Engineer,32,2,4,4,8,21,14,96.0,Low
Trainee,Data Scientist,25,0,2,3,3,35,12,44.0,High
Junior,UX Designer,31,2,3,3,9,25,19,78.1,Medium
Trainee,UX Researcher,26,1,2,4,3,40,12,45.95,Medium
Senior,UX Researcher,42,17,5,5,18,18,22,96.0,Low
Senior,IT Manager,47,22,4,4,9,16,18,96.0,Low
Junior,QA Tester,27,3,4,3,8,31,18,80.05,Low
Trainee,System Analyst,22,1,1,2,2,24,8,27.65,High
Junior,Data Analyst,32,6,3,2,6,33,17,60.8,Medium
Trainee,System Analyst,22,2,3,3,3,38,17,50.8,Medium
Senior,Data Scientist,51,20,5,3,13,11,22,96.0,Low
Senior,QA Engineer,36,10,4,5,16,8,26,96.0,Low
Trainee,System Administrator,26,0,1,2,4,35,11,18.5,High
Senior,Support Analyst,40,16,5,4,13,9,20,96.0,Low
Junior,Data Analyst,30,6,4,5,8,33,22,96.0,Low
Junior,QA Tester,27,2,2,2,5,14,14,59.2,Medium
Junior,Data Scientist,27,6,2,5,9,16,10,90.6,Medium
Senior,IT Manager,38,9,5,4,17,21,29,96.0,Low
Senior,Data Analyst,57,25,4,5,17,20,21,96.0,Low
Junior,System Administrator,30,2,4,4,10,17,10,96.0,Low
Senior,Data Analyst,50,21,4,5,10,22,23,96.0,Low
Junior,Support Analyst,26,3,3,5,10,21,18,93.85,Low
Junior,UX Designer,29,3,3,5,7,28,13,88.25,Low
Trainee,UX Designer,22,0,2,4,1,30,6,49.3,High
Senior,Cloud Engineer,48,17,5,4,12,7,21,96.0,Low
Senior,Data Engineer,40,17,3,3,18,13,37,96.0,Low
Junior,IT Manager,29,2,3,3,7,13,12,84.9,Low
Trainee,QA Engineer,26,0,1,3,2,38,8,24.4,High
Senior,System Analyst,45,12,4,4,18,14,33,96.0,Low
Trainee,Support Analyst,24,2,3,1,4,42,7,21.9,High
Senior,Solution Architect,41,16,4,5,11,21,24,96.0,Low
Senior,Solution Architect,45,14,4,4,14,8,23,96.0,Low
Trainee,QA Engineer,23,0,2,3,4,27,15,46.7,Medium
Trainee,Data Scientist,22,1,1,4,4,27,10,48.15,Medium
Trainee,Solution Architect,21,1,3,3,3,30,16,60.55,Medium
Junior,IT Manager,28,4,4,4,4,16,15,96.0,Low
Senior,System Analyst,46,16,5,4,11,11,32,96.0,Low
Junior,Data Scientist,33,6,2,4,7,14,20,86.2,Low
Trainee,System Analyst,25,1,2,4,4,44,6,40.65,High
Junior,QA Engineer,27,4,2,3,6,15,11,67.1,Medium
Senior,Data Analyst,50,23,4,4,8,19,26,96.0,Low
Junior,Data Analyst,33,2,4,2,8,27,12,73.0,Medium
Junior,System Administrator,32,3,2,4,4,15,18,77.65,Low
Junior,Business Analyst,26,5,4,5,9,33,16,96.0,Low
Senior,QA Engineer,44,15,5,3,9,24,22,96.0,Low
Trainee,Data Analyst,22,0,2,3,3,42,15,36.3,High
Junior,UX Researcher,32,2,3,5,5,29,19,86.7,Low
Junior,System Analyst,25,2,3,4,5,33,21,75.7,Low
Junior,Cloud Engineer,27,2,2,3,5,28,21,64.2,Medium
Junior,Business Analyst,30,5,4,3,10,30,22,90.05,Low
Junior,Data Scientist,29,6,3,4,8,19,17,92.4,Low
Senior,DevOps Engineer,51,18,3,4,11,24,35,96.0,Low
Trainee,UX Researcher,22,1,3,4,2,32,7,58.65,Medium
Junior,UX Designer,28,6,2,4,7,24,21,77.6,Low
Junior,Solution Architect,33,2,4,4,7,18,12,96.0,Low
Senior,Cloud Engineer,45,13,5,5,17,17,34,96.0,Low
Junior,QA Engineer,32,5,3,3,10,13,11,82.55,Medium
Junior,QA Tester,27,7,3,3,8,18,19,81.35,Low
Senior,Database Administrator,41,9,5,5,17,9,18,96.0,Low
Junior,Data Scientist,30,5,3,3,6,16,21,85.85,Low
Senior,QA Tester,44,12,4,5,16,6,31,96.0,Low
Junior,QA Engineer,29,6,3,4,10,18,16,89.5,Low
Senior,UX Designer,46,21,4,5,18,12,30,96.0,Low
Trainee,System Analyst,25,2,1,2,3,41,17,18.0,High
Senior,Cloud Engineer,46,20,4,5,13,6,36,96.0,Low
Senior,QA Engineer,37,13,4,4,12,21,35,96.0,Low
Senior,Solution Architect,44,11,5,5,9,9,26,96.0,Low
Senior,System Analyst,40,10,4,4,16,20,19,96.0,Low
Senior,Business Analyst,43,10,4,4,17,14,27,96.0,Low
Senior,Business Analyst,56,25,5,4,10,18,27,96.0,Low
Junior,UX Designer,30,2,2,5,7,33,19,76.7,Medium
Senior,Solution Architect,41,13,4,3,13,8,26,96.0,Low
Trainee,UX Researcher,26,0,1,2,3,30,14,27.3,High
Senior,IT Manager,47,22,4,4,11,8,27,96.0,Low
Trainee,System Analyst,26,1,2,1,4,33,7,24.75,High
Trainee,Cloud Engineer,22,2,2,2,4,29,10,40.2,High
Senior,Data Analyst,54,24,4,5,9,12,18,96.0,Low
Junior,QA Tester,33,3,3,5,10,21,10,91.65,Low
Junior,Database Administrator,32,3,3,3,6,27,12,70.65,Medium
Junior,UX Designer,34,3,3,3,4,31,22,71.05,Medium
Junior,Support Analyst,24,4,3,5,7,29,16,85.2,Low
Senior,IT Manager,39,14,5,5,8,19,26,96.0,Low
Junior,Cloud Engineer,30,2,3,3,6,20,10,76.3,Medium
Senior,UX Researcher,41,12,4,5,15,15,36,96.0,Low
Trainee,UX Researcher,26,0,2,4,1,29,6,49.0,High
Senior,Database Administrator,51,24,4,4,10,8,23,96.0,Low
Junior,System Administrator,31,6,2,3,6,33,20,61.0,Medium
Senior,Support Analyst,44,19,5,5,12,13,20,96.0,Low
Trainee,Data Scientist,21,0,3,2,2,30,9,47.4,High
Junior,UX Designer,34,5,2,3,4,22,19,67.05,Medium
Trainee,QA Tester,22,2,2,3,3,41,16,37.3,High
Junior,Data Analyst,31,7,3,3,6,25,14,73.65,Medium
Junior,Solution Architect,27,3,4,5,9,12,21,96.0,Low
Junior,UX Designer,32,5,2,2,4,13,16,64.15,Medium
Senior,QA Engineer,54,24,5,3,15,14,30,96.0,Low
Senior,QA Engineer,43,13,4,4,15,7,23,96.0,Low
